id,original,translation,approved,drift_score,validation_score
I1913,Would hate to be considered odd or strange,変わり者と思われるのが嫌だ,1,4.00,4.67
I1914,Would like to have more power than other people,他人より多くの権力を持ちたい,1,5.00,5.00
I1915,Would like to live for awhile in a different country,しばらく外国で暮らしてみたい,1,4.00,5.00
I1916,Would like to try bungee jumping,バンジージャンプに挑戦したい,1,5.00,5.00
I1917,Would love to explore strange places,未知の場所を探検したい,,3.00,5.00
I1918,Would make a good actor,優れた俳優になれる,1,5.00,3.67
I1919,Would make a good night-club comedian,優れたコメディアンになれる,,3.00,3.67
I1920,Would never be described as arrogant,傲慢だと言われることは決してない,1,4.00,3.67
I1921,Would never cheat on my taxes,税金をごまかすことは絶対にない,,5.00,3.00
I1922,Would never go hang gliding or bungee jumping,ハングライダーやバンジージャンプは絶対にしない,,5.00,3.00
I1923,Would never go hang-gliding or bungee-jumping,ハングライダーやバンジージャンプは絶対にしない,,5.00,3.00
I1924,Would never go riding down a stretch of rapids in a canoe,急流をカヌーで下ることは絶対にしない,,3.00,3.00
I1925,Would never make a high risk investment,ハイリスクな投資は絶対にしない,,5.00,3.33
I1926,Would never make a high-risk investment,ハイリスクな投資は絶対にしない,,5.00,3.33
I1927,Would never take things that aren't mine,他人のものを取ることは絶対にない,,4.00,3.00
I1928,Would not be a good comedian,優れたコメディアンにはなれない,,4.00,3.00
I1929,Would not enjoy a job that involves a lot of social interaction,人との交流が多い仕事を楽しめない,,5.00,3.00
I1930,Would not enjoy being a famous celebrity,有名人になることを楽しめない,,4.00,2.67
I1931,Would not regret my behavior if I were to take advantage of someone impulsively,衝動的に人を利用しても後悔しない,,4.00,2.67
I1932,Wouldn't harm a fly,虫一匹傷つけない,,5.00,3.00
I1933,Write short stories or novels,短編小説や小説を書く,1,4.00,4.00
I1934,Write songs,歌を作る,1,4.00,5.00
I1935,Wrote a handwritten letter,手書きの手紙を書いた,,5.00,3.33
I1936,Wrote a letter to a newspaper or politician,新聞社や政治家に手紙を書いた,,4.00,3.00
I1937,Wrote a love letter,ラブレターを書いた,,5.00,3.33
I1938,Wrote a postcard,はがきを書いた,,5.00,3.33
I1939,Wrote a thank-you note,お礼の手紙を書いた,1,4.00,4.00
I1940,Wrote poetry,詩を書いた,1,4.00,4.00
I1941,Yell at people,人に怒鳴る,,4.00,3.00
